timestamp,open,high,low,close,volume,adjclose
1672704000,130.28,130.9,124.17,125.07,112117500.0,123.63
1672790400,126.89,128.66,125.08,126.36,89113600.0,124.91
1672876800,127.13,127.77,124.76,125.02,80962700.0,123.58
1672963200,126.01,130.29,124.89,129.62,87754700.0,128.13
1673222400,130.47,133.41,129.89,130.15,70790800.0,128.65
1673308800,130.26,131.26,128.12,130.73,63896200.0,129.23
1673395200,131.25,133.51,130.46,133.49,69458900.0,131.96
1673481600,133.88,134.26,131.44,133.41,71379600.0,131.88
1673568000,132.03,134.92,131.66,134.76,57809700.0,133.21
1673913600,134.83,137.29,134.13,135.94,63646600.0,134.38
1674000000,136.82,138.61,135.03,135.21,69672800.0,133.66
1674086400,134.08,136.25,133.77,135.27,58280400.0,133.72
1674172800,135.28,138.02,134.22,137.87,80223600.0,136.29
1674432000,138.12,143.32,137.9,141.11,81760300.0,139.49
1674518400,140.31,143.16,140.3,142.53,66435100.0,140.89
1674604800,140.89,142.43,138.81,141.86,65799300.0,140.23
1674691200,143.17,144.25,141.9,143.96,54105100.0,142.31
1674777600,143.16,147.23,143.08,145.93,70555800.0,144.25
1675036800,144.96,145.55,142.85,143.0,64015300.0,141.36
1675123200,142.7,144.34,142.28,144.29,65874500.0,142.63
1675209600,143.97,146.61,141.32,145.43,77663600.0,143.76
1675296000,148.9,151.18,148.17,150.82,118339000.0,149.09
1675382400,148.03,157.38,147.83,154.5,154357300.0,152.72
1675641600,152.57,153.1,150.78,151.73,69858300.0,149.99
1675728000,150.64,155.23,150.64,154.65,83322600.0,152.87
1675814400,153.88,154.58,151.17,151.92,64120100.0,150.17
1675900800,153.78,154.33,150.42,150.87,56007100.0,149.14
1675987200,149.46,151.34,149.22,151.01,57450700.0,149.5
1676246400,150.95,154.26,150.92,153.85,62199000.0,152.31
1676332800,152.12,153.77,150.86,153.2,61707600.0,151.67
1676419200,153.11,155.5,152.88,155.33,65573800.0,153.78
1676505600,153.51,156.33,153.35,153.71,68167900.0,152.18
1676592000,152.35,153.0,150.85,152.55,59144100.0,151.03
1676937600,150.2,151.3,148.41,148.48,58867200.0,147.0
1677024000,148.87,149.95,147.16,148.91,51011300.0,147.42
1677110400,150.09,150.34,147.24,149.4,48394200.0,147.91
1677196800,147.11,147.19,145.72,146.71,55469600.0,145.25
1677456000,147.71,149.17,147.45,147.92,44998500.0,146.44
1677542400,147.05,149.08,146.83,147.41,50547000.0,145.94
1677628800,146.83,147.23,145.01,145.31,55479000.0,143.86
1677715200,144.38,146.71,143.9,145.91,52238100.0,144.45
1677801600,148.04,151.11,147.33,151.03,70732300.0,149.52
1678060800,153.79,156.3,153.46,153.83,87558000.0,152.29
1678147200,153.7,154.03,151.13,151.6,56182000.0,150.09
1678233600,152.81,153.47,151.83,152.87,47204800.0,151.34
1678320000,153.56,154.54,150.23,150.59,53833600.0,149.09
1678406400,150.21,150.94,147.61,148.5,68572400.0,147.02
