timestamp,open,high,low,close,volume,adjclose
1672704000,243.08,245.75,237.4,239.58,25740000.0,235.24
1672790400,232.28,232.87,225.96,229.1,50623400.0,224.95
1672876800,227.2,227.55,221.76,222.31,39585600.0,218.28
1672963200,223.0,225.76,219.35,224.93,43613600.0,220.86
1673222400,226.45,231.24,226.41,227.12,27369800.0,223.01
1673308800,227.76,231.31,227.33,228.85,27033900.0,224.7
1673395200,231.29,235.95,231.11,235.77,28669300.0,231.5
1673481600,235.26,239.9,233.56,238.51,27269500.0,234.19
1673568000,237.0,239.37,234.92,239.23,21333300.0,234.9
1673913600,237.97,240.91,237.09,240.35,29831300.0,236.0
1674000000,241.57,242.38,235.52,235.81,30028700.0,231.54
1674086400,233.78,235.52,230.68,231.93,28623000.0,227.73
1674172800,234.86,240.74,234.51,240.22,35389800.0,235.87
1674432000,241.1,245.17,239.65,242.58,31934000.0,238.19
1674518400,242.5,243.95,240.44,242.04,40234400.0,237.66
1674604800,234.48,243.3,230.9,240.61,66526600.0,236.25
1674691200,243.65,248.31,242.0,248.0,33454500.0,243.51
1674777600,248.99,249.83,246.83,248.16,26498900.0,243.66
1675036800,244.51,245.6,242.2,242.71,25867400.0,238.31
1675123200,243.45,247.95,242.95,247.81,26541100.0,243.32
1675209600,248.0,255.18,245.47,252.75,31259900.0,248.17
1675296000,258.82,264.69,257.25,264.6,39940400.0,259.81
1675382400,259.54,264.2,257.1,258.35,29077300.0,253.67
1675641600,257.44,258.3,254.78,256.77,22518000.0,252.12
1675728000,260.53,268.77,260.08,267.56,50841400.0,262.71
1675814400,273.2,276.76,266.21,266.73,54686000.0,261.9
1675900800,273.8,273.98,262.8,263.62,42375100.0,258.84
1675987200,261.53,264.09,260.66,263.1,25818500.0,258.33
1676246400,267.64,274.6,267.15,271.32,44630900.0,266.41
1676332800,272.67,274.97,269.28,272.17,37047900.0,267.24
1676419200,268.32,270.73,266.18,269.32,28922400.0,265.1
1676505600,264.02,266.74,261.9,262.15,29603600.0,258.05
1676592000,259.39,260.09,256.0,258.06,30000100.0,254.02
1676937600,254.48,255.49,251.59,252.67,28397400.0,248.71
1677024000,254.09,254.34,250.34,251.51,22491100.0,247.57
1677110400,255.56,256.84,250.48,254.77,29219100.0,250.78
1677196800,249.96,251.0,248.1,249.22,24990900.0,245.32
1677456000,252.46,252.82,249.39,250.16,21190000.0,246.24
1677542400,249.07,251.49,248.73,249.42,22491000.0,245.52
1677628800,250.76,250.93,245.79,246.27,27565300.0,242.41
1677715200,246.55,251.4,245.61,251.11,24808200.0,247.18
1677801600,252.19,255.62,251.39,255.29,30760100.0,251.29
1678060800,256.43,260.12,255.98,256.87,24109800.0,252.85
1678147200,256.3,257.69,253.39,254.15,21473200.0,250.17
1678233600,254.04,254.54,250.81,253.7,17340200.0,249.73
1678320000,255.82,259.56,251.58,252.32,26653400.0,248.37
1678406400,251.08,252.79,247.6,248.59,28333900.0,244.7
1678665600,247.4,257.91,245.73,253.92,33339700.0,249.94
1678752000,256.75,261.07,255.86,260.79,33620300.0,256.71
1678838400,259.98,266.48,259.21,265.44,46028000.0,261.28
1678924800,265.21,276.56,263.28,276.2,54768800.0,271.88
1679011200,278.26,283.33,276.32,279.43,69527400.0,275.06
1679270400,276.98,277.48,269.85,272.23,43466600.0,267.97
1679356800,274.88,275.0,269.52,273.78,34558700.0,269.49
1679443200,273.4,281.04,272.18,272.29,34873300.0,268.03
1679529600,277.94,281.06,275.2,277.66,36610900.0,273.31
1679616000,277.24,280.63,275.28,280.57,28172000.0,276.18
1679875200,280.5,281.46,275.52,276.38,26840200.0,272.05
1679961600,275.79,276.14,272.05,275.23,21878600.0,270.92
1680048000,278.96,281.14,278.41,280.51,25087000.0,276.12
1680134400,284.23,284.46,281.48,284.05,25053400.0,279.6
1680220800,283.73,289.27,283.0,288.3,32766000.0,283.79
1680480000,286.52,288.27,283.95,287.23,24883300.0,282.73
1680566400,287.23,290.45,285.67,287.18,25824300.0,282.68
1680652800,285.85,287.15,282.92,284.34,22064800.0,279.89
1680739200,283.21,292.08,282.03,291.6,29770300.0,287.03
1681084800,289.21,289.6,284.71,289.39,23103000.0,284.86
1681171200,285.75,285.98,281.64,282.83,27276600.0,278.4
1681257600,284.79,287.01,281.96,283.49,27403400.0,279.05
1681344000,283.59,289.9,283.17,289.84,24222700.0,285.3
1681430400,287.0,288.48,283.69,286.14,20987900.0,281.66
1681689600,289.93,291.6,286.16,288.8,23836200.0,284.28
1681776000,291.57,291.76,287.01,288.37,20161800.0,283.86
1681862400,285.99,289.05,284.54,288.45,17150300.0,283.93
1681948800,285.25,289.03,285.08,286.11,23244400.0,281.63
1682035200,285.01,286.27,283.06,285.76,21676400.0,281.29
1682294400,282.09,284.95,278.72,281.77,26611000.0,277.36
1682380800,279.51,281.6,275.37,275.42,45772200.0,271.11
1682467200,296.7,299.57,292.73,295.37,64599200.0,290.75
1682553600,295.97,305.2,295.25,304.83,46462600.0,300.06
1682640000,304.01,308.93,303.31,307.26,36446700.0,302.45
1682899200,306.97,308.6,305.15,305.56,21294100.0,300.78
1682985600,307.76,309.18,303.91,305.41,26404400.0,300.63
1683072000,306.62,308.61,304.09,304.4,22360800.0,299.63
1683158400,306.24,307.76,303.4,305.41,22519900.0,300.63
1683244800,305.72,311.97,304.27,310.65,28181200.0,305.79
1683504000,310.13,310.2,306.09,308.65,21318600.0,303.82
1683590400,308.0,310.04,306.31,307.0,21340800.0,302.19
1683676800,308.62,313.0,307.67,312.31,30078000.0,307.42
1683763200,310.1,311.12,306.26,310.11,31680200.0,305.26
1683849600,310.55,310.65,306.6,308.97,19758100.0,304.13
1684108800,309.1,309.9,307.59,309.46,16336500.0,304.62
1684195200,309.83,313.71,309.83,311.74,26730300.0,306.86
1684281600,312.29,314.43,310.74,314.0,24315000.0,309.76
1684368000,314.53,319.04,313.72,318.52,27276000.0,314.22
1684454400,316.74,318.75,316.37,318.34,27529500.0,314.04
1684713600,318.6,322.59,318.01,321.18,24115700.0,316.84
1684800000,320.03,322.72,315.25,315.26,30797200.0,311.0
1684886400,314.73,316.5,312.61,313.85,23384900.0,309.61
1684972800,323.24,326.9,320.0,325.92,43301700.0,321.52
1685059200,324.02,333.4,323.88,332.89,36630600.0,328.39
1685404800,335.23,335.74,330.52,331.21,29503100.0,326.74
1685491200,332.29,335.94,327.33,328.39,45950600.0,323.96
1685577600,325.93,333.53,324.72,332.58,26773900.0,328.09
1685664000,334.25,337.5,332.55,335.4,25864000.0,330.87
1685923200,335.22,338.56,334.66,335.94,21307100.0,331.4
1686009600,335.33,335.37,332.17,333.68,20396200.0,329.17
1686096000,331.65,334.49,322.5,323.38,40717100.0,319.01
1686182400,323.94,326.64,323.35,325.26,23277700.0,320.87
1686268800,324.99,329.99,324.41,326.79,22514900.0,322.38
1686528000,328.58,332.1,325.16,331.85,24260300.0,327.37
1686614400,334.47,336.98,330.39,334.29,22951300.0,329.78
1686700800,334.34,339.04,332.81,337.34,26003800.0,332.78
1686787200,337.48,349.84,337.2,348.1,38899100.0,343.4
1686873600,351.32,351.47,341.95,342.33,46533600.0,337.71
1687219200,339.31,342.08,335.86,338.05,26375400.0,333.49
1687305600,336.37,337.73,332.07,333.56,25117800.0,329.06
1687392000,334.12,340.12,333.34,339.71,23556800.0,335.12
1687478400,334.36,337.96,333.45,335.02,23084700.0,330.5
1687737600,333.72,336.11,328.49,328.6,21520600.0,324.16
1687824000,331.86,336.15,329.3,334.57,24354100.0,330.05
1687910400,334.66,337.98,333.81,335.85,20259500.0,331.31
1687996800,334.71,336.11,332.62,335.05,16997000.0,330.53
1688083200,337.75,342.73,337.2,340.54,26823800.0,335.94
1688342400,339.19,340.9,336.57,337.99,12508700.0,333.43
1688515200,335.09,341.65,334.73,338.15,18172400.0,333.58
1688601600,337.3,342.99,335.5,341.27,28161200.0,336.66
1688688000,339.32,341.79,337.0,337.22,21185300.0,332.67
1688947200,334.6,335.23,327.59,331.83,32791400.0,327.35
1689033600,331.06,332.86,327.0,332.47,26698200.0,327.98
1689120000,336.6,341.65,335.67,337.2,29995300.0,332.65
1689206400,339.56,343.74,339.02,342.66,20567200.0,338.03
1689292800,347.59,351.43,344.31,345.24,28302200.0,340.58
1689552000,345.68,346.99,342.2,345.73,20363900.0,341.06
1689638400,345.83,366.78,342.17,359.49,64872700.0,354.64
1689724800,361.75,362.46,352.44,355.08,39732900.0,350.29
1689811200,353.57,357.97,345.37,346.87,33778400.0,342.19
1689897600,349.15,350.3,339.83,343.77,69368900.0,339.13
1690156800,345.85,346.92,342.31,345.11,26678100.0,340.45
1690243200,347.11,351.89,345.07,350.98,41637700.0,346.24
1690329600,341.44,344.67,333.11,337.77,58383700.0,333.21
1690416000,340.48,341.33,329.05,330.72,39635300.0,326.25
1690502400,333.67,340.01,333.17,338.37,28484900.0,333.8
1690761600,336.92,337.7,333.36,335.92,25446000.0,331.38
1690848000,335.19,338.54,333.7,336.34,18311900.0,331.8
1690934400,333.63,333.63,326.36,327.5,27761300.0,323.08
1691020800,326.0,329.88,325.95,326.66,18253700.0,322.25
1691107200,331.88,335.14,327.24,327.78,23727700.0,323.35
1691366400,328.37,331.11,327.52,330.11,17741500.0,325.65
1691452800,326.96,328.75,323.0,326.05,22327600.0,321.65
1691539200,326.47,327.11,321.05,322.23,22373300.0,317.88
1691625600,326.02,328.26,321.18,322.93,20113700.0,318.57
1691712000,320.26,322.41,319.21,321.01,24342600.0,316.68
1691971200,321.39,324.06,320.08,324.04,18836100.0,319.66
1692057600,323.0,325.09,320.9,321.86,16966300.0,317.51
1692144000,320.8,324.42,319.8,320.4,20698900.0,316.74
1692230400,320.54,321.87,316.21,316.88,21257200.0,313.26
1692316800,314.49,318.38,311.55,316.48,24744800.0,312.87
1692576000,317.93,322.77,317.04,321.88,24040000.0,318.21
1692662400,325.5,326.08,321.46,322.46,16102000.0,318.78
1692748800,323.82,329.2,323.46,327.0,21166400.0,323.27
1692835200,332.85,332.98,319.96,319.97,23281400.0,316.32
1692921600,321.47,325.36,318.8,322.98,21684100.0,319.29
1693180800,325.66,326.15,321.72,323.7,14808500.0,320.0
1693267200,321.88,328.98,321.88,328.41,19284600.0,324.66
1693353600,328.67,329.81,326.45,328.79,15222100.0,325.04
1693440000,329.2,330.91,326.78,327.76,26411000.0,324.02
1693526400,331.31,331.99,326.78,328.66,14931200.0,324.91
1693872000,329.0,334.85,328.66,333.55,18553900.0,329.74
1693958400,333.38,334.46,330.18,332.88,17535800.0,329.08
1694044800,331.29,333.08,329.03,329.91,18381000.0,326.14
1694131200,330.09,336.16,329.46,334.27,19530100.0,330.45
1694390400,337.24,338.42,335.43,337.94,16583300.0,334.08
1694476800,335.82,336.79,331.48,331.77,17565500.0,327.98
1694563200,331.31,336.85,331.17,336.06,16544400.0,332.22
1694649600,339.15,340.86,336.57,338.7,20267000.0,334.83
1694736000,336.92,337.4,329.65,330.22,37666900.0,326.45
1694995200,327.8,330.4,326.36,329.06,16834200.0,325.3
1695081600,326.17,329.39,324.51,328.65,16505900.0,324.9
1695168000,329.51,329.59,320.51,320.77,21436500.0,317.11
1695254400,319.26,325.35,315.0,319.53,35529500.0,315.88
1695340800,321.32,321.45,316.15,317.01,21447900.0,313.39
1695600000,316.59,317.67,315.0,317.54,17836000.0,313.92
1695686400,315.13,315.88,310.02,312.14,26297600.0,308.58
1695772800,312.3,314.3,309.69,312.79,19410100.0,309.22
1695859200,310.99,315.48,309.45,313.64,19683600.0,310.06
1695945600,317.75,319.47,314.98,315.75,24140300.0,312.15
1696204800,316.28,321.89,315.18,321.8,20570000.0,318.13
1696291200,320.83,321.39,311.21,313.39,21033500.0,309.81
1696377600,314.03,320.04,314.0,318.96,20720100.0,315.32
1696464000,319.09,319.98,314.9,319.36,16965600.0,315.71
1696550400,316.55,329.19,316.3,327.26,25645500.0,323.52
1696809600,324.75,330.3,323.18,329.82,19891200.0,326.06
1696896000,330.96,331.1,327.67,328.39,20557100.0,324.64
1696982400,331.21,332.82,329.14,332.42,20063200.0,328.63
1697068800,330.57,333.63,328.72,331.16,19313100.0,327.38
1697155200,332.38,333.83,326.36,327.73,21072400.0,323.99
1697414400,331.05,336.14,330.6,332.64,22158000.0,328.84
1697500800,329.59,333.46,327.41,332.06,18338500.0,328.27
1697587200,332.49,335.59,328.3,330.11,23153600.0,326.34
1697673600,332.15,336.88,330.91,331.32,25052100.0,327.54
1697760000,331.72,331.92,325.45,326.67,25012600.0,322.94
1698019200,325.47,332.73,324.39,329.32,24374700.0,325.56
1698105600,331.3,331.84,327.6,330.53,31153600.0,326.76
1698192000,345.02,346.2,337.62,340.67,55053800.0,336.78
1698278400,340.54,341.63,326.94,327.89,37828500.0,324.15
1698364800,330.43,336.72,328.4,329.81,29856500.0,326.05
1698624000,333.41,339.45,331.83,337.31,22828100.0,333.46
1698710400,338.85,339.0,334.69,338.11,20265300.0,334.25
1698796800,339.79,347.42,339.65,346.07,28158800.0,342.12
1698883200,347.24,348.83,344.77,348.32,24348100.0,344.34
1698969600,349.63,354.39,347.33,352.8,23624000.0,348.77
1699228800,353.45,357.54,353.35,356.53,23828300.0,352.46
1699315200,359.4,362.46,357.63,360.53,25833900.0,356.41
1699401600,361.68,363.87,360.55,363.2,26767800.0,359.05
1699488000,362.3,364.79,360.36,360.69,24847300.0,356.57
1699574400,361.49,370.1,361.07,369.67,28042100.0,365.45
1699833600,368.22,368.47,365.9,366.68,19986500.0,362.49
1699920000,371.01,371.95,367.35,370.27,27683900.0,366.04
1700006400,371.28,373.13,367.11,369.67,26860100.0,366.19
1700092800,370.96,376.35,370.18,376.17,27182300.0,372.63
1700179200,373.61,374.37,367.0,369.85,40157000.0,366.37
1700438400,371.22,378.87,371.0,377.44,52465100.0,373.89
1700524800,375.67,376.22,371.12,373.07,28423100.0,369.56
1700611200,378.0,379.79,374.97,377.85,23345300.0,374.29
1700784000,377.33,377.97,375.14,377.43,10176600.0,373.88
1701043200,376.78,380.64,376.2,378.61,22179200.0,375.05
1701129600,378.35,383.0,378.16,382.7,20453100.0,379.1
1701216000,383.76,384.3,377.44,378.85,28963400.0,375.29
1701302400,378.49,380.09,375.47,378.91,30554400.0,375.35
1701388800,376.76,378.16,371.31,374.51,33020400.0,370.99
1701648000,369.1,369.52,362.9,369.14,32063300.0,365.67
1701734400,366.45,373.08,365.62,372.52,23065000.0,369.02
1701820800,373.54,374.18,368.03,368.8,21182100.0,365.33
1701907200,368.23,371.45,366.32,370.95,23118900.0,367.46
1701993600,369.2,374.46,368.23,374.23,20144800.0,370.71
1702252800,368.48,371.6,366.1,371.3,27708800.0,367.81
1702339200,370.85,374.42,370.46,374.38,24838300.0,370.86
1702425600,376.02,377.64,370.77,374.37,30955500.0,370.85
1702512000,373.31,373.76,364.13,365.93,43277500.0,362.49
1702598400,366.85,372.4,366.28,370.73,78478200.0,367.24
1702857600,369.45,373.0,368.68,372.65,21802900.0,369.14
1702944000,371.49,373.26,369.84,373.26,20603700.0,369.75
