timestamp,open,high,low,close,volume,adjclose
1672704000,89.83,91.55,89.02,89.7,20738500.0,89.28
1672790400,91.01,91.24,87.8,88.71,27046500.0,88.29
1672876800,88.07,88.21,86.56,86.77,23136100.0,86.36
1672963200,87.36,88.47,85.57,88.16,26612600.0,87.74
1673222400,89.19,90.83,88.58,88.8,22996700.0,88.38
1673308800,86.72,89.47,86.7,89.24,22855600.0,88.82
1673395200,90.06,92.45,89.74,92.26,25998800.0,91.83
1673481600,92.4,92.62,90.57,91.91,22754200.0,91.48
1673568000,91.53,92.98,90.93,92.8,18630700.0,92.36
1673913600,92.78,92.97,90.84,92.16,22935800.0,91.73
1674000000,92.94,93.59,91.4,91.78,19641600.0,91.35
1674086400,91.39,94.4,91.38,93.91,28707700.0,93.47
1674172800,95.95,99.42,95.91,99.28,53704800.0,98.81
1674432000,99.13,101.4,98.75,101.21,31791800.0,100.73
1674518400,99.55,101.09,98.7,99.21,27391400.0,98.74
1674604800,97.2,97.72,95.26,96.73,31000900.0,96.27
1674691200,98.28,99.21,96.82,99.16,24542100.0,98.69
1674777600,99.05,101.58,98.97,100.71,29020400.0,100.24
1675036800,98.75,99.41,97.52,97.95,24365100.0,97.49
1675123200,97.86,99.91,97.79,99.87,22306800.0,99.4
1675209600,99.74,102.19,98.42,101.43,26392600.0,100.95
1675296000,106.79,108.82,106.54,108.8,46622600.0,108.29
1675382400,103.51,108.02,103.3,105.22,36823400.0,104.72
1675641600,102.68,104.7,102.21,103.47,25573000.0,102.98
1675728000,103.63,108.67,103.55,108.04,33738800.0,107.53
1675814400,102.69,103.58,98.46,100.0,73546000.0,99.53
1675900800,100.54,100.61,93.86,95.46,97798600.0,95.01
1675987200,95.74,97.02,94.53,94.86,49325300.0,94.41
1676246400,95.01,95.35,94.05,95.0,43116600.0,94.55
1676332800,94.66,95.18,92.65,94.95,42513100.0,94.5
1676419200,94.74,97.34,94.36,97.1,36964500.0,96.64
1676505600,95.54,97.88,94.97,95.78,35642100.0,95.33
1676592000,95.07,95.75,93.45,94.59,31095100.0,94.14
1676937600,93.24,93.42,92.0,92.05,28367200.0,91.62
1677024000,91.93,92.36,90.87,91.8,29891100.0,91.37
1677110400,92.13,92.13,90.01,91.07,32423700.0,90.64
