timestamp,open,high,low,close,volume,adjclose
1672704000,3853.29,3878.46,3794.33,3824.14,3959140000.0,3824.14
1672790400,3840.36,3873.16,3815.77,3852.97,4414080000.0,3852.97
1672876800,3839.74,3839.74,3802.42,3808.1,3893450000.0,3808.1
1672963200,3823.37,3906.19,3809.56,3895.08,3923560000.0,3895.08
1673222400,3910.82,3950.57,3890.42,3892.09,4311770000.0,3892.09
1673308800,3888.57,3919.83,3877.29,3919.25,3851030000.0,3919.25
1673395200,3932.35,3970.07,3928.54,3969.61,4303360000.0,3969.61
1673481600,3977.57,3997.76,3937.56,3983.17,4440260000.0,3983.17
1673568000,3960.6,4003.95,3947.67,3999.09,3939700000.0,3999.09
1673913600,3999.28,4015.39,3984.57,3990.97,4235560000.0,3990.97
1674000000,4002.25,4014.16,3926.59,3928.86,4298710000.0,3928.86
1674086400,3911.84,3922.94,3885.54,3898.85,3991500000.0,3898.85
1674172800,3909.04,3972.96,3897.86,3972.61,4013360000.0,3972.61
1674432000,3978.14,4039.31,3971.64,4019.81,3945210000.0,4019.81
1674518400,4001.74,4023.92,3989.79,4016.95,3320430000.0,4016.95
1674604800,3982.71,4019.55,3949.06,4016.22,3724020000.0,4016.22
1674691200,4036.08,4061.57,4013.29,4060.43,3809590000.0,4060.43
1674777600,4053.72,4094.21,4048.7,4070.56,3907760000.0,4070.56
1675036800,4049.27,4063.85,4015.55,4017.77,3802000000.0,4017.77
1675123200,4020.85,4077.16,4020.44,4076.6,4679320000.0,4076.6
1675209600,4070.07,4148.95,4037.2,4119.21,4856930000.0,4119.21
1675296000,4158.68,4195.44,4141.88,4179.76,5624360000.0,4179.76
1675382400,4136.69,4182.36,4123.36,4136.48,4694510000.0,4136.48
1675641600,4119.57,4124.63,4093.38,4111.08,4114240000.0,4111.08
1675728000,4105.35,4176.54,4088.39,4164.0,4355860000.0,4164.0
1675814400,4153.47,4156.85,4111.67,4117.86,4029820000.0,4117.86
1675900800,4144.25,4156.23,4069.67,4081.5,4270200000.0,4081.5
